iter	Logloss
115	0.001780009928
116	0.001747057582
117	0.001708416684
118	0.001675690939
119	0.001647709709
120	0.001612298442
121	0.001589832284
122	0.0015531811
123	0.001521614894
124	0.001494273631
125	0.001462850072
126	0.001443614137
127	0.001413877449
128	0.001383654243
129	0.001351510205
130	0.001325536453
131	0.001307571225
132	0.00128334319
133	0.001256610896
134	0.00123452739
135	0.001215263704
136	0.001192753358
137	0.001176955134
138	0.001155576495
139	0.001140666084
140	0.001124616642
141	0.001104549386
142	0.001085156417
143	0.001070438853
144	0.001056376205
145	0.001043682133
146	0.001031002435
147	0.001013634789
148	0.0009977713167
149	0.0009845265971
150	0.0009707394809
151	0.000954141278
152	0.0009414847198
153	0.0009297148034
154	0.0009189628618
155	0.0009067382245
156	0.0008985995809
157	0.0008891506184
158	0.0008755100187
159	0.0008659973483
160	0.0008561992546
161	0.0008442441684
162	0.0008329481203
163	0.0008233939071
164	0.0008141117602
165	0.0008027353939
166	0.0007922042648
167	0.0007806488025
168	0.0007806460213
169	0.0007749908704
170	0.0007686359673
171	0.0007595541734
172	0.0007495451868
173	0.0007404964773
174	0.0007323362928
175	0.0007221926201
176	0.0007153761077
177	0.0007088633747
178	0.0007019193945
179	0.0006939615314
180	0.0006885855782
181	0.0006815055141
182	0.0006739805127
183	0.0006674714757
184	0.0006586235177
185	0.0006499103985
186	0.0006414380316
187	0.0006354990333
188	0.0006273553976
189	0.0006273553976
190	0.0006204522897
191	0.0006204494814
192	0.0006125048485
193	0.0006054814122
194	0.0006054802074
195	0.0005982576109
196	0.0005914864874
197	0.0005914822316
198	0.0005914822316
199	0.0005835820424
200	0.0005775918045
201	0.0005709786492
202	0.0005709762143
203	0.0005709762143
204	0.0005709722671
205	0.0005654745611
206	0.000565473378
207	0.0005654671272
208	0.0005580918752
209	0.0005580901088
210	0.0005580887912
211	0.0005580839824
212	0.0005580839824
213	0.0005580839824
214	0.0005513980085
215	0.0005513980085
216	0.0005513949715
217	0.0005513933628
218	0.0005513919631
219	0.0005513919631
220	0.000545104821
221	0.0005451033787
222	0.0005450989761
223	0.0005450952814
224	0.0005450940515
225	0.0005450925757
226	0.0005450925757
227	0.0005450899942
228	0.0005390886865
229	0.0005390878085
230	0.0005390878085
231	0.0005390852409
232	0.0005390837344
233	0.0005328406566
234	0.0005266973161
235	0.0005266936439
236	0.0005266909948
237	0.0005209617075
238	0.0005209617075
239	0.0005209598462
240	0.0005209598462
241	0.0005209547343
242	0.0005209538753
243	0.0005209487663
244	0.0005209453514
245	0.0005209442866
246	0.0005209431042
247	0.0005209431042
248	0.0005209431042
249	0.0005209406231
250	0.0005209406231
251	0.000520936715
252	0.0005209351145
253	0.0005150953256
254	0.0005150953256
255	0.0005150953256
256	0.0005150909944
257	0.0005150909944
258	0.0005150909944
259	0.0005150909944
260	0.0005096814197
261	0.0005096814197
262	0.0005096796225
263	0.0005096778016
264	0.0005096755364
265	0.0005096714413
266	0.0005096714413
267	0.0005096634514
268	0.0005096607213
269	0.0005096575889
270	0.0005042193355
271	0.0005042174694
272	0.0005042154092
273	0.0005042132542
274	0.0005042087614
275	0.0005042075516
276	0.0005042059102
277	0.0005042013366
278	0.0005042000035
279	0.0005042000035
280	0.0005041974625
281	0.0005041900534
282	0.0005041873783
283	0.0005041807556
284	0.0005041794603
285	0.000504171701
286	0.000504171701
287	0.000504171701
288	0.0005041671596
289	0.0005041572053
290	0.0005041521114
291	0.0005041521114
292	0.0005041461943
293	0.0005041435361
294	0.000504142835
295	0.0005041399298
296	0.0004985341415
297	0.0004985341415
298	0.0004985278886
299	0.0004985278886
300	0.000498526662
301	0.000498526662
302	0.0004985226989
303	0.0004985226989
304	0.0004985226989
305	0.0004985198452
306	0.0004985173844
307	0.0004985173844
308	0.0004985155165
309	0.0004985128692
310	0.0004985106445
311	0.000498508853
312	0.0004985054214
313	0.0004985054214
314	0.0004984993072
315	0.0004984993072
316	0.0004984944121
317	0.000498491244
318	0.000498489599
319	0.0004984867983
320	0.0004984812796
321	0.0004984765099
322	0.0004984599895
323	0.0004984575982
324	0.0004984551324
325	0.0004984551324
326	0.0004984551324
327	0.0004984521808
328	0.0004984498608
329	0.0004984498608
330	0.0004984475964
331	0.0004984463409
332	0.000498442528
333	0.0004984411645
334	0.0004984377877
335	0.0004984358253
336	0.0004984339521
337	0.0004984326293
338	0.0004984280873
339	0.0004984280873
340	0.0004984271027
341	0.0004984271027
342	0.0004984208623
343	0.000498419693
344	0.0004984178961
345	0.0004984120606
346	0.000498406698
347	0.0004984056249
348	0.0004984012766
349	0.0004984012766
350	0.0004984012766
351	0.0004984012766
352	0.0004984012766
353	0.0004983994299
354	0.0004983975253
355	0.0004983914895
356	0.0004983904443
357	0.0004983825592
358	0.0004983789256
359	0.0004983744357
360	0.0004983696183
361	0.0004983670939
362	0.0004983652094
363	0.000498363286
364	0.000498363286
365	0.0004983622992
366	0.0004983596809
367	0.0004983574498
368	0.0004983565262
369	0.0004983546016
370	0.0004983529122
371	0.0004983494191
372	0.0004983472617
373	0.000498344375
374	0.0004983434286
375	0.0004983421084
376	0.0004983399001
377	0.000498334104
378	0.000498334104
379	0.0004983305128
380	0.0004983305128
381	0.0004983258837
382	0.000498324698
383	0.0004983225862
384	0.0004983225862
385	0.0004983197687
386	0.0004983197687
387	0.0004983164588
388	0.0004983139587
389	0.0004926178728
390	0.0004926161301
391	0.0004926111646
392	0.0004926091768
393	0.0004926058751
394	0.0004926047512
395	0.0004926047512
396	0.0004925978329
397	0.0004925956642
398	0.0004925926288
399	0.0004925926288
400	0.0004925886155
401	0.0004925886155
402	0.0004925863218
403	0.0004925828806
404	0.0004925770703
405	0.0004925744482
406	0.0004925721328
407	0.0004925703786
408	0.000492565366
409	0.0004925643873
410	0.0004925623536
411	0.0004925616418
412	0.0004925579574
413	0.0004925561895
414	0.0004925452567
415	0.0004925424091
416	0.0004925424091
417	0.0004925424091
418	0.0004925415595
419	0.0004925374239
420	0.0004925359532
421	0.0004925317443
422	0.0004925287631
423	0.0004925234581
424	0.0004925234581
425	0.0004925165559
426	0.0004925118122
427	0.0004925108827
428	0.0004925089672
429	0.0004925078962
430	0.0004925031444
431	0.000492495725
432	0.000492495725
433	0.0004924927835
434	0.0004924902902
435	0.0004924887617
436	0.0004924808547
437	0.0004924795395
438	0.0004924781597
439	0.0004924739565
440	0.0004924725737
441	0.0004924715093
442	0.0004924680444
443	0.0004924592898
444	0.0004924578699
445	0.0004924556504
446	0.0004924548374
447	0.0004924512535
448	0.0004924481467
449	0.0004924467793
450	0.0004924467793
451	0.0004924409882
452	0.0004924400762
453	0.000492435473
454	0.000492435473
455	0.000492435473
456	0.0004924338519
457	0.0004924323503
458	0.0004924305345
459	0.0004924264126
460	0.0004871465907
461	0.0004871443197
462	0.0004871432525
463	0.0004871406976
464	0.0004871347529
465	0.0004871332576
466	0.0004871332576
467	0.0004871303941
468	0.0004871295491
469	0.0004871270047
470	0.0004871237615
471	0.000487122449
472	0.0004871214348
473	0.0004871177757
474	0.000487113267
475	0.0004871103595
476	0.0004871068192
477	0.0004871059924
478	0.0004871018227
479	0.0004871004685
480	0.0004870982219
481	0.000487095159
482	0.000487095159
483	0.0004870916776
484	0.0004870916776
485	0.0004870916776
486	0.0004870877263
487	0.0004870813731
488	0.0004870763184
489	0.0004870742825
490	0.0004870731579
491	0.0004870665436
492	0.0004870657546
493	0.0004870627521
494	0.000487059746
495	0.0004870582952
496	0.0004870538166
497	0.0004870538166
498	0.0004870538166
499	0.0004870515744
500	0.0004870483392
501	0.0004870462833
502	0.0004870439874
503	0.0004870411303
504	0.0004870382109
505	0.0004870364442
506	0.0004870364442
507	0.0004870353683
508	0.0004870342607
509	0.0004870318957
510	0.0004870271903
511	0.0004870248551
512	0.0004870248551
513	0.0004870248551
514	0.0004870248551
515	0.0004870178714
516	0.0004870165646
517	0.0004870132039
518	0.0004870113248
519	0.0004870101674
520	0.0004870101674
521	0.0004870073632
522	0.0004870073632
523	0.0004870061148
524	0.0004870061148
525	0.0004870041315
526	0.0004870041315
527	0.0004869965508
528	0.0004869939436
529	0.0004869939436
530	0.0004869932741
531	0.0004869886752
532	0.0004869877228
533	0.0004869848739
534	0.0004869848739
535	0.0004869826433
536	0.0004869779923
537	0.0004869751783
538	0.0004869731169
539	0.0004869704049
540	0.0004869704049
541	0.0004869691182
542	0.0004869677879
543	0.0004869677879
544	0.000486965528
545	0.0004869626304
546	0.0004869603864
547	0.0004869580428
548	0.0004869556706
549	0.0004869511878
550	0.000486948249
551	0.0004869437477
552	0.0004869426537
553	0.0004869426537
554	0.0004869426537
555	0.0004869397782
556	0.0004869397782
557	0.0004869389379
558	0.0004869389379
559	0.0004869361653
560	0.0004869361653
561	0.0004869361653
562	0.0004869274643
563	0.0004869228282
564	0.000486921643
565	0.0004869189039
566	0.0004869167221
567	0.0004869138412
568	0.0004869113313
569	0.0004869086041
570	0.0004869033896
571	0.0004869022439
572	0.0004869010917
573	0.0004868998876
574	0.0004814990643
575	0.0004814990643
576	0.0004814965046
577	0.0004814965046
578	0.0004814965046
579	0.0004814952376
580	0.0004814927781
581	0.0004814906769
582	0.0004814893558
583	0.0004814881883
584	0.0004814828347
585	0.000481480205
586	0.0004814788656
587	0.0004814788656
588	0.0004814761651
589	0.0004814716126
590	0.0004814673798
591	0.0004814619487
592	0.0004814605867
593	0.0004814605867
594	0.00048145927
595	0.00048145927
596	0.0004814564384
597	0.0004814513593
598	0.0004814490706
599	0.0004814445163
600	0.000481443177
601	0.000481443177
602	0.000481443177
603	0.000481443177
604	0.0004814372314
605	0.0004814359038
606	0.0004814305907
607	0.0004814293108
608	0.0004814282516
609	0.0004814229198
610	0.0004814215665
611	0.0004814170384
612	0.0004814170384
613	0.0004814144475
614	0.0004814060568
615	0.0004814034172
616	0.0004814020502
617	0.0004813963682
618	0.0004813963682
619	0.000481393651
620	0.000481393651
621	0.000481391002
622	0.0004813853908
623	0.0004813853908
624	0.0004813840851
625	0.0004813812855
626	0.0004813759964
627	0.0004813746725
628	0.0004813746725
629	0.0004813720081
630	0.0004813706694
631	0.0004813683829
632	0.0004813683829
633	0.0004813670872
634	0.0004813618206
635	0.0004813618206
636	0.0004813566403
637	0.0004813566403
638	0.0004813566403
639	0.0004813552689
640	0.0004813552689
641	0.0004813499579
642	0.0004813446695
643	0.0004813433441
644	0.0004813422888
645	0.0004813422888
646	0.0004813396438
647	0.0004813369239
648	0.0004813343139
649	0.0004813330086
650	0.0004813303268
651	0.0004813303268
652	0.0004813250727
653	0.0004813237081
654	0.0004813209328
655	0.0004813181933
656	0.0004813154537
657	0.0004813154537
658	0.0004813140913
659	0.0004813114363
660	0.0004813087728
661	0.0004813087728
662	0.0004813074193
663	0.00048130468
664	0.0004813033161
665	0.0004813033161
666	0.000481300619
667	0.0004812992545
668	0.0004812978901
669	0.0004812951509
670	0.0004812937865
671	0.0004812910473
672	0.0004812910473
673	0.0004812910473
674	0.0004812910473
675	0.0004812883316
676	0.0004812883316
677	0.0004812883316
678	0.000481286975
679	0.000481286975
680	0.0004812814941
681	0.0004812814941
682	0.0004812801298
683	0.0004812801298
684	0.0004812801298
685	0.0004812773908
686	0.0004812746519
687	0.0004812732877
688	0.0004812719234
689	0.0004812719234
690	0.0004812691846
691	0.0004812678596
692	0.0004812651208
693	0.0004812651208
694	0.0004812651208
695	0.0004812651208
696	0.0004812623821
697	0.0004812623821
698	0.0004812596433
699	0.0004812596433
700	0.0004812582792
701	0.0004812555405
702	0.0004812528019
703	0.0004812500633
704	0.0004812473247
705	0.0004812460017
706	0.000481244677
707	0.000481244677
708	0.0004812433129
709	0.0004812433129
710	0.0004812433129
711	0.0004812405745
712	0.0004812405745
713	0.0004812405745
714	0.0004812392497
715	0.0004812392497
716	0.000481237925
717	0.000481235271
718	0.000481235271
719	0.0004812339071
720	0.0004812325431
721	0.0004812298048
722	0.0004812270665
723	0.0004812270665
724	0.0004812270665
725	0.0004812244127
726	0.0004812230488
727	0.0004812230488
728	0.000481221726
729	0.0004812204031
730	0.0004812190393
731	0.0004812190393
732	0.0004812176754
733	0.0004812176754
734	0.0004812163526
735	0.0004812149887
736	0.0004812149887
737	0.0004812136249
738	0.0004812123003
739	0.0004812123003
740	0.0004812123003
741	0.0004812109365
742	0.0004812095727
743	0.0004812095727
744	0.0004812068347
745	0.0004812040968
746	0.000481202733
747	0.000481202733
748	0.0004812013693
749	0.0004812013693
750	0.0004812000055
751	0.0004811986418
752	0.000481195904
753	0.0004811931662
754	0.0004811918025
755	0.0004811918025
756	0.0004811904388
757	0.0004811890752
758	0.0004811890752
759	0.0004811890752
760	0.0004811890752
761	0.0004811890752
762	0.0004811890752
763	0.0004811890752
764	0.0004811863375
765	0.0004811863375
766	0.0004811849738
767	0.0004811836102
768	0.0004811836102
769	0.0004811808726
770	0.0004811808726
771	0.0004811782297
772	0.0004811769054
773	0.0004811755811
774	0.0004811728436
775	0.000481171521
776	0.0004811701985
777	0.0004811688743
778	0.0004811688743
779	0.0004811675107
780	0.0004811675107
781	0.0004811675107
782	0.0004811675107
783	0.0004811675107
784	0.0004811675107
785	0.0004811675107
786	0.0004811675107
787	0.0004811675107
788	0.0004811675107
789	0.0004811675107
790	0.0004811675107
791	0.0004811675107
792	0.0004811675107
793	0.0004811675107
794	0.0004811675107
795	0.0004811675107
796	0.0004811675107
797	0.0004811675107
798	0.0004811675107
799	0.0004811661865
800	0.000481164823
801	0.000481164823
802	0.0004811634988
803	0.0004811621353
804	0.0004811607718
805	0.0004811607718
806	0.0004811594476
807	0.0004811580842
808	0.0004811580842
809	0.0004811580842
810	0.0004811580842
811	0.0004811553469
812	0.0004811539835
813	0.0004811526201
814	0.0004811499673
815	0.0004811499673
816	0.0004811499673
817	0.0004811499673
818	0.0004811499673
819	0.0004811499673
820	0.0004811499673
821	0.0004811499673
822	0.0004811499673
823	0.0004811499673
824	0.0004811499673
825	0.0004811499673
826	0.0004811472301
827	0.0004811472301
828	0.0004811472301
829	0.0004811472301
830	0.0004811472301
831	0.000481144493
832	0.0004811431296
833	0.0004811431296
834	0.0004811431296
835	0.0004811431296
836	0.0004811431296
837	0.0004811431296
838	0.0004811431296
839	0.0004811431296
840	0.0004811431296
841	0.0004811431296
842	0.0004811431296
843	0.0004811431296
844	0.0004811431296
845	0.0004811431296
846	0.0004811431296
847	0.0004811431296
848	0.0004811431296
849	0.0004811431296
850	0.0004811431296
851	0.0004811431296
852	0.0004811431296
853	0.0004811431296
854	0.0004811431296
855	0.0004811431296
856	0.0004811431296
857	0.0004811431296
858	0.0004811431296
859	0.0004811431296
860	0.0004811431296
861	0.0004811431296
862	0.0004811431296
863	0.0004811431296
864	0.0004811431296
865	0.0004811431296
866	0.0004811431296
867	0.0004811431296
868	0.0004811431296
869	0.0004811431296
870	0.0004811431296
871	0.0004811431296
872	0.0004811431296
873	0.0004811431296
874	0.0004811431296
875	0.0004811431296
876	0.0004811431296
877	0.0004811431296
878	0.0004811431296
879	0.0004811431296
880	0.0004811431296
881	0.0004811431296
882	0.0004811431296
883	0.0004811431296
884	0.0004811431296
885	0.0004811431296
886	0.0004811431296
887	0.0004811431296
888	0.0004811431296
889	0.0004811431296
890	0.0004811431296
891	0.0004811431296
892	0.0004811431296
893	0.0004811431296
894	0.0004811431296
895	0.0004811431296
896	0.0004811431296
897	0.0004811431296
898	0.0004811431296
899	0.0004811431296
900	0.0004811431296
901	0.0004811431296
902	0.0004811431296
903	0.0004811431296
904	0.0004811431296
905	0.0004811431296
906	0.0004811431296
907	0.0004811431296
908	0.0004811431296
909	0.0004811431296
910	0.0004811431296
911	0.0004811431296
912	0.0004811431296
913	0.0004811431296
914	0.0004811431296
915	0.0004811431296
916	0.0004811431296
917	0.0004811431296
918	0.0004811431296
919	0.0004811431296
920	0.0004811431296
921	0.0004811431296
922	0.0004811431296
923	0.0004811431296
924	0.0004811431296
925	0.0004811431296
926	0.0004811431296
927	0.0004811431296
928	0.0004811431296
929	0.0004811431296
930	0.0004811431296
931	0.0004811431296
932	0.0004811431296
933	0.0004811431296
934	0.0004811431296
935	0.0004811431296
936	0.0004811431296
937	0.0004811431296
938	0.0004811431296
939	0.0004811431296
940	0.0004811431296
941	0.0004811431296
942	0.0004811431296
943	0.0004811431296
944	0.0004811431296
945	0.0004811431296
946	0.0004811431296
947	0.0004811431296
948	0.0004811431296
949	0.0004811431296
950	0.0004811431296
951	0.0004811431296
952	0.0004811431296
953	0.0004811431296
954	0.0004811431296
955	0.0004811431296
956	0.0004811431296
957	0.0004811431296
958	0.0004811431296
959	0.0004811431296
960	0.0004811431296
961	0.0004811431296
962	0.0004811431296
963	0.0004811431296
964	0.0004811431296
965	0.0004811431296
966	0.0004811431296
967	0.0004811431296
968	0.0004811431296
969	0.0004811431296
970	0.0004811431296
971	0.0004811431296
972	0.0004811431296
973	0.0004811431296
974	0.0004811431296
975	0.0004811431296
976	0.0004811431296
977	0.0004811431296
978	0.0004811431296
979	0.0004811431296
980	0.0004811431296
981	0.0004811431296
982	0.0004811431296
983	0.0004811431296
984	0.0004811431296
985	0.0004811431296
986	0.0004811431296
987	0.0004811431296
988	0.0004811431296
989	0.0004811431296
990	0.0004811431296
991	0.0004811431296
992	0.0004811431296
993	0.0004811431296
994	0.0004811431296
995	0.0004811431296
996	0.0004811431296
997	0.0004811431296
998	0.0004811431296
999	0.0004811431296
